exp_id,model,features,n_features,n_windows,val_days,mean_ic,std_ic,w1_ic,w2_ic,w3_ic,w4_ic,w5_ic,w6_ic,w7_ic,w8_ic,w9_ic,w10_ic,params,note
20260502_123114,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,0.0230,0.0344,0.0511,-0.0314,-0.0042,0.0480,0.0515,,,,,,"{'max_depth': 10, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 10.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",XGB_depth_sweep_d=10
20260502_123648,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,0.0259,0.0500,0.0579,-0.0498,-0.0105,0.0909,0.0410,,,,,,"{'max_depth': 8, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 10.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",XGB_lam10_depth8_with_exret
20260502_123822,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,0.0111,0.0734,0.0453,-0.1048,-0.0346,0.1078,0.0415,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 0.1, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",lambda_sweep_0.1
20260502_123830,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,0.0135,0.0774,0.0446,-0.1039,-0.0355,0.1239,0.0383,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 0.5, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",lambda_sweep_0.5
20260502_123839,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,0.0118,0.0729,0.0450,-0.1041,-0.0324,0.1070,0.0435,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 1.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",lambda_sweep_1.0
20260502_123852,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,0.0114,0.0727,0.0439,-0.1042,-0.0342,0.1045,0.0470,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 2.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",lambda_sweep_2.0
20260502_123902,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,0.0070,0.0768,0.0406,-0.1185,-0.0358,0.1034,0.0455,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 5.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",lambda_sweep_5.0
20260502_123911,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,0.0162,0.0767,0.0532,-0.1018,-0.0342,0.1205,0.0434,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 10.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",lambda_sweep_10.0
20260502_123919,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,0.0098,0.0710,0.0459,-0.1078,-0.0289,0.0955,0.0444,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 20.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",lambda_sweep_20.0
20260502_123928,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,-0.0120,0.0508,0.0173,-0.0853,-0.0520,0.0021,0.0579,,,,,,"{'max_depth': 3, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 10.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",depth_sweep_3
20260502_123936,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,0.0143,0.0839,0.0362,-0.1129,-0.0387,0.1332,0.0539,,,,,,"{'max_depth': 4, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 10.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",depth_sweep_4
20260502_123945,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,0.0162,0.0767,0.0532,-0.1018,-0.0342,0.1205,0.0434,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 10.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",depth_sweep_5
20260502_123954,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,0.0198,0.0756,0.0672,-0.0961,-0.0329,0.1179,0.0428,,,,,,"{'max_depth': 6, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 10.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",depth_sweep_6
20260502_124002,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,0.0228,0.0596,0.0661,-0.0761,-0.0154,0.0813,0.0579,,,,,,"{'max_depth': 7, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 10.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",depth_sweep_7
20260502_124011,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,0.0259,0.0500,0.0579,-0.0498,-0.0105,0.0909,0.0410,,,,,,"{'max_depth': 8, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 10.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",depth_sweep_8
20260502_124020,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,0.0230,0.0344,0.0511,-0.0314,-0.0042,0.0480,0.0515,,,,,,"{'max_depth': 10, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 10.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",depth_sweep_10
20260502_125107,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,0.0239,0.0522,0.0324,-0.0537,-0.0094,0.0995,0.0508,,,,,,"{'max_depth': 8, 'n_estimators': 400, 'min_child_weight': 50, 'reg_lambda': 10.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",mcw_sweep_50
